LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
GR,HUR,TOT,PC_LF,M,2021-01,16.3,
GR,HUR,TOT,PC_LF,M,2021-02,15.8,
GR,HUR,TOT,PC_LF,M,2021-03,17.2,
GR,HUR,TOT,PC_LF,M,2021-04,17.2,
GR,HUR,TOT,PC_LF,M,2021-05,15.6,
GR,HUR,TOT,PC_LF,M,2021-06,15,
GR,HUR,TOT,PC_LF,M,2021-07,14.4,
GR,HUR,TOT,PC_LF,M,2021-08,13.7,
GR,HUR,TOT,PC_LF,M,2021-09,13.2,
GR,HUR,TOT,PC_LF,M,2021-10,13.4,
GR,HUR,TOT,PC_LF,M,2021-11,13,
GR,HUR,TOT,PC_LF,M,2021-12,12.9,
GR,HUR,TOT,PC_LF,M,2022-01,13.6,
GR,HUR,TOT,PC_LF,M,2022-02,13,
GR,HUR,TOT,PC_LF,M,2022-03,12.7,
GR,HUR,TOT,PC_LF,M,2022-04,12.7,
GR,HUR,TOT,PC_LF,M,2022-05,12.7,
GR,HUR,TOT,PC_LF,M,2022-06,12.5,
GR,HUR,TOT,PC_LF,M,2022-07,12.4,
GR,HUR,TOT,PC_LF,M,2022-08,12.5,
GR,HUR,TOT,PC_LF,M,2022-09,11.9,
GR,HUR,TOT,PC_LF,M,2022-10,11.7,
GR,HUR,TOT,PC_LF,M,2022-11,11.8,
GR,HUR,TOT,PC_LF,M,2022-12,11.8,
GR,HUR,TOT,PC_LF,M,2023-01,10.2,
GR,HUR,TOT,PC_LF,M,2023-02,11.3,
GR,HUR,TOT,PC_LF,M,2023-03,10.9,
HU,HUR,TOT,PC_LF,M,2005-01,6.6,
HU,HUR,TOT,PC_LF,M,2005-02,6.8,
HU,HUR,TOT,PC_LF,M,2005-03,6.9,
HU,HUR,TOT,PC_LF,M,2005-04,7.1,
HU,HUR,TOT,PC_LF,M,2005-05,7.2,
HU,HUR,TOT,PC_LF,M,2005-06,7.2,
HU,HUR,TOT,PC_LF,M,2005-07,7.3,
HU,HUR,TOT,PC_LF,M,2005-08,7.4,
HU,HUR,TOT,PC_LF,M,2005-09,7.4,
HU,HUR,TOT,PC_LF,M,2005-10,7.4,
HU,HUR,TOT,PC_LF,M,2005-11,7.4,
HU,HUR,TOT,PC_LF,M,2005-12,7.4,
HU,HUR,TOT,PC_LF,M,2006-01,7.5,
HU,HUR,TOT,PC_LF,M,2006-02,7.3,
HU,HUR,TOT,PC_LF,M,2006-03,7.3,
HU,HUR,TOT,PC_LF,M,2006-04,7.2,
HU,HUR,TOT,PC_LF,M,2006-05,7.3,
HU,HUR,TOT,PC_LF,M,2006-06,7.5,
HU,HUR,TOT,PC_LF,M,2006-07,7.5,
HU,HUR,TOT,PC_LF,M,2006-08,7.6,
HU,HUR,TOT,PC_LF,M,2006-09,7.6,
HU,HUR,TOT,PC_LF,M,2006-10,7.7,
HU,HUR,TOT,PC_LF,M,2006-11,7.6,
HU,HUR,TOT,PC_LF,M,2006-12,7.4,
HU,HUR,TOT,PC_LF,M,2007-01,7.1,
HU,HUR,TOT,PC_LF,M,2007-02,7.1,
HU,HUR,TOT,PC_LF,M,2007-03,7.2,
HU,HUR,TOT,PC_LF,M,2007-04,7.2,
HU,HUR,TOT,PC_LF,M,2007-05,7.1,
HU,HUR,TOT,PC_LF,M,2007-06,7.1,
HU,HUR,TOT,PC_LF,M,2007-07,7.3,
HU,HUR,TOT,PC_LF,M,2007-08,7.3,
HU,HUR,TOT,PC_LF,M,2007-09,7.5,
HU,HUR,TOT,PC_LF,M,2007-10,7.6,
HU,HUR,TOT,PC_LF,M,2007-11,7.9,
HU,HUR,TOT,PC_LF,M,2007-12,8,
HU,HUR,TOT,PC_LF,M,2008-01,7.8,
HU,HUR,TOT,PC_LF,M,2008-02,7.6,
HU,HUR,TOT,PC_LF,M,2008-03,7.5,
HU,HUR,TOT,PC_LF,M,2008-04,7.6,
HU,HUR,TOT,PC_LF,M,2008-05,7.7,
HU,HUR,TOT,PC_LF,M,2008-06,7.6,
HU,HUR,TOT,PC_LF,M,2008-07,7.6,
HU,HUR,TOT,PC_LF,M,2008-08,7.8,
HU,HUR,TOT,PC_LF,M,2008-09,7.9,
HU,HUR,TOT,PC_LF,M,2008-10,8,
HU,HUR,TOT,PC_LF,M,2008-11,8.2,
HU,HUR,TOT,PC_LF,M,2008-12,8.4,B
HU,HUR,TOT,PC_LF,M,2009-01,8.8,
HU,HUR,TOT,PC_LF,M,2009-02,8.9,
HU,HUR,TOT,PC_LF,M,2009-03,9.4,
HU,HUR,TOT,PC_LF,M,2009-04,9.4,
HU,HUR,TOT,PC_LF,M,2009-05,9.3,
HU,HUR,TOT,PC_LF,M,2009-06,9.6,
HU,HUR,TOT,PC_LF,M,2009-07,9.8,
HU,HUR,TOT,PC_LF,M,2009-08,9.9,
HU,HUR,TOT,PC_LF,M,2009-09,10.3,
HU,HUR,TOT,PC_LF,M,2009-10,10.1,
HU,HUR,TOT,PC_LF,M,2009-11,10.5,
HU,HUR,TOT,PC_LF,M,2009-12,10.4,
HU,HUR,TOT,PC_LF,M,2010-01,10.6,
HU,HUR,TOT,PC_LF,M,2010-02,10.8,
HU,HUR,TOT,PC_LF,M,2010-03,10.9,
HU,HUR,TOT,PC_LF,M,2010-04,10.8,
HU,HUR,TOT,PC_LF,M,2010-05,10.9,
HU,HUR,TOT,PC_LF,M,2010-06,11,
HU,HUR,TOT,PC_LF,M,2010-07,10.6,
HU,HUR,TOT,PC_LF,M,2010-08,10.9,
HU,HUR,TOT,PC_LF,M,2010-09,10.7,
HU,HUR,TOT,PC_LF,M,2010-10,10.7,
HU,HUR,TOT,PC_LF,M,2010-11,10.8,
HU,HUR,TOT,PC_LF,M,2010-12,10.8,
HU,HUR,TOT,PC_LF,M,2011-01,11,
HU,HUR,TOT,PC_LF,M,2011-02,10.9,
HU,HUR,TOT,PC_LF,M,2011-03,10.7,
HU,HUR,TOT,PC_LF,M,2011-04,10.7,
HU,HUR,TOT,PC_LF,M,2011-05,10.6,
HU,HUR,TOT,PC_LF,M,2011-06,10.5,
HU,HUR,TOT,PC_LF,M,2011-07,10.6,
HU,HUR,TOT,PC_LF,M,2011-08,10.7,
HU,HUR,TOT,PC_LF,M,2011-09,10.6,
HU,HUR,TOT,PC_LF,M,2011-10,10.6,
HU,HUR,TOT,PC_LF,M,2011-11,10.5,
HU,HUR,TOT,PC_LF,M,2011-12,10.7,
HU,HUR,TOT,PC_LF,M,2012-01,10.8,
HU,HUR,TOT,PC_LF,M,2012-02,10.8,
HU,HUR,TOT,PC_LF,M,2012-03,10.8,
HU,HUR,TOT,PC_LF,M,2012-04,10.7,
HU,HUR,TOT,PC_LF,M,2012-05,10.7,
HU,HUR,TOT,PC_LF,M,2012-06,10.5,
HU,HUR,TOT,PC_LF,M,2012-07,10.5,
HU,HUR,TOT,PC_LF,M,2012-08,10.4,
HU,HUR,TOT,PC_LF,M,2012-09,10.4,
HU,HUR,TOT,PC_LF,M,2012-10,10.4,
HU,HUR,TOT,PC_LF,M,2012-11,10.5,
HU,HUR,TOT,PC_LF,M,2012-12,10.5,
HU,HUR,TOT,PC_LF,M,2013-01,10.7,
HU,HUR,TOT,PC_LF,M,2013-02,10.6,
HU,HUR,TOT,PC_LF,M,2013-03,10.2,
HU,HUR,TOT,PC_LF,M,2013-04,9.8,
HU,HUR,TOT,PC_LF,M,2013-05,9.7,
HU,HUR,TOT,PC_LF,M,2013-06,9.5,
HU,HUR,TOT,PC_LF,M,2013-07,9.5,
HU,HUR,TOT,PC_LF,M,2013-08,9.4,
HU,HUR,TOT,PC_LF,M,2013-09,9.1,
HU,HUR,TOT,PC_LF,M,2013-10,9.1,
HU,HUR,TOT,PC_LF,M,2013-11,8.6,
HU,HUR,TOT,PC_LF,M,2013-12,8.2,
HU,HUR,TOT,PC_LF,M,2014-01,8,
HU,HUR,TOT,PC_LF,M,2014-02,7.8,
HU,HUR,TOT,PC_LF,M,2014-03,7.7,
HU,HUR,TOT,PC_LF,M,2014-04,7.5,
HU,HUR,TOT,PC_LF,M,2014-05,7.8,
HU,HUR,TOT,PC_LF,M,2014-06,7.8,
HU,HUR,TOT,PC_LF,M,2014-07,7.4,
HU,HUR,TOT,PC_LF,M,2014-08,7.3,
HU,HUR,TOT,PC_LF,M,2014-09,7,
HU,HUR,TOT,PC_LF,M,2014-10,7.1,
HU,HUR,TOT,PC_LF,M,2014-11,7.2,
HU,HUR,TOT,PC_LF,M,2014-12,7,
HU,HUR,TOT,PC_LF,M,2015-01,7.1,
HU,HUR,TOT,PC_LF,M,2015-02,7.1,
HU,HUR,TOT,PC_LF,M,2015-03,7,
HU,HUR,TOT,PC_LF,M,2015-04,6.9,
HU,HUR,TOT,PC_LF,M,2015-05,6.7,
HU,HUR,TOT,PC_LF,M,2015-06,6.5,
HU,HUR,TOT,PC_LF,M,2015-07,6.5,
HU,HUR,TOT,PC_LF,M,2015-08,6.2,
HU,HUR,TOT,PC_LF,M,2015-09,6.2,
HU,HUR,TOT,PC_LF,M,2015-10,6,
HU,HUR,TOT,PC_LF,M,2015-11,6,
HU,HUR,TOT,PC_LF,M,2015-12,5.7,
HU,HUR,TOT,PC_LF,M,2016-01,5.7,
HU,HUR,TOT,PC_LF,M,2016-02,5.5,
HU,HUR,TOT,PC_LF,M,2016-03,5.4,
HU,HUR,TOT,PC_LF,M,2016-04,5.2,
HU,HUR,TOT,PC_LF,M,2016-05,5,
HU,HUR,TOT,PC_LF,M,2016-06,4.8,
HU,HUR,TOT,PC_LF,M,2016-07,4.8,
HU,HUR,TOT,PC_LF,M,2016-08,4.7,
HU,HUR,TOT,PC_LF,M,2016-09,4.6,
HU,HUR,TOT,PC_LF,M,2016-10,4.5,
HU,HUR,TOT,PC_LF,M,2016-11,4.3,
HU,HUR,TOT,PC_LF,M,2016-12,4.3,
HU,HUR,TOT,PC_LF,M,2017-01,4.2,
HU,HUR,TOT,PC_LF,M,2017-02,4.2,
HU,HUR,TOT,PC_LF,M,2017-03,4.2,
HU,HUR,TOT,PC_LF,M,2017-04,4.3,
HU,HUR,TOT,PC_LF,M,2017-05,4.2,
HU,HUR,TOT,PC_LF,M,2017-06,4.1,
HU,HUR,TOT,PC_LF,M,2017-07,4,
HU,HUR,TOT,PC_LF,M,2017-08,3.9,
HU,HUR,TOT,PC_LF,M,2017-09,3.9,
HU,HUR,TOT,PC_LF,M,2017-10,3.8,
HU,HUR,TOT,PC_LF,M,2017-11,3.8,
HU,HUR,TOT,PC_LF,M,2017-12,3.7,
HU,HUR,TOT,PC_LF,M,2018-01,3.7,
HU,HUR,TOT,PC_LF,M,2018-02,3.7,
HU,HUR,TOT,PC_LF,M,2018-03,3.6,
HU,HUR,TOT,PC_LF,M,2018-04,3.5,
HU,HUR,TOT,PC_LF,M,2018-05,3.5,
HU,HUR,TOT,PC_LF,M,2018-06,3.4,
HU,HUR,TOT,PC_LF,M,2018-07,3.6,
HU,HUR,TOT,PC_LF,M,2018-08,3.5,
HU,HUR,TOT,PC_LF,M,2018-09,3.5,
HU,HUR,TOT,PC_LF,M,2018-10,3.4,
HU,HUR,TOT,PC_LF,M,2018-11,3.4,
HU,HUR,TOT,PC_LF,M,2018-12,3.4,
HU,HUR,TOT,PC_LF,M,2019-01,3.4,
HU,HUR,TOT,PC_LF,M,2019-02,3.4,
HU,HUR,TOT,PC_LF,M,2019-03,3.3,
HU,HUR,TOT,PC_LF,M,2019-04,3.3,
HU,HUR,TOT,PC_LF,M,2019-05,3.2,
HU,HUR,TOT,PC_LF,M,2019-06,3.2,
HU,HUR,TOT,PC_LF,M,2019-07,3.2,
HU,HUR,TOT,PC_LF,M,2019-08,3.2,
HU,HUR,TOT,PC_LF,M,2019-09,3.3,
HU,HUR,TOT,PC_LF,M,2019-10,3.3,
HU,HUR,TOT,PC_LF,M,2019-11,3.3,
HU,HUR,TOT,PC_LF,M,2019-12,3.2,
HU,HUR,TOT,PC_LF,M,2020-01,3.3,
HU,HUR,TOT,PC_LF,M,2020-02,3.3,
HU,HUR,TOT,PC_LF,M,2020-03,3.4,
HU,HUR,TOT,PC_LF,M,2020-04,4.2,
HU,HUR,TOT,PC_LF,M,2020-05,4.5,
HU,HUR,TOT,PC_LF,M,2020-06,4.6,
HU,HUR,TOT,PC_LF,M,2020-07,4.4,
HU,HUR,TOT,PC_LF,M,2020-08,4.3,
HU,HUR,TOT,PC_LF,M,2020-09,4.3,
HU,HUR,TOT,PC_LF,M,2020-10,4.3,
HU,HUR,TOT,PC_LF,M,2020-11,4.3,
HU,HUR,TOT,PC_LF,M,2020-12,4.3,
HU,HUR,TOT,PC_LF,M,2021-01,4.4,
HU,HUR,TOT,PC_LF,M,2021-02,4.3,
HU,HUR,TOT,PC_LF,M,2021-03,4.2,
HU,HUR,TOT,PC_LF,M,2021-04,4.2,
HU,HUR,TOT,PC_LF,M,2021-05,4.1,
HU,HUR,TOT,PC_LF,M,2021-06,4.1,
HU,HUR,TOT,PC_LF,M,2021-07,4,
HU,HUR,TOT,PC_LF,M,2021-08,4,
HU,HUR,TOT,PC_LF,M,2021-09,3.8,
HU,HUR,TOT,PC_LF,M,2021-10,3.8,
HU,HUR,TOT,PC_LF,M,2021-11,3.8,
HU,HUR,TOT,PC_LF,M,2021-12,3.8,
HU,HUR,TOT,PC_LF,M,2022-01,3.6,
HU,HUR,TOT,PC_LF,M,2022-02,3.6,
HU,HUR,TOT,PC_LF,M,2022-03,3.6,
HU,HUR,TOT,PC_LF,M,2022-04,3.5,
HU,HUR,TOT,PC_LF,M,2022-05,3.5,
HU,HUR,TOT,PC_LF,M,2022-06,3.5,
HU,HUR,TOT,PC_LF,M,2022-07,3.6,
HU,HUR,TOT,PC_LF,M,2022-08,3.6,
HU,HUR,TOT,PC_LF,M,2022-09,3.7,
HU,HUR,TOT,PC_LF,M,2022-10,3.7,
HU,HUR,TOT,PC_LF,M,2022-11,3.8,
HU,HUR,TOT,PC_LF,M,2022-12,3.8,
HU,HUR,TOT,PC_LF,M,2023-01,3.8,
HU,HUR,TOT,PC_LF,M,2023-02,3.9,
HU,HUR,TOT,PC_LF,M,2023-03,3.9,
IS,HUR,TOT,PC_LF,M,2005-01,3.2,
IS,HUR,TOT,PC_LF,M,2005-02,3.1,
IS,HUR,TOT,PC_LF,M,2005-03,3,
IS,HUR,TOT,PC_LF,M,2005-04,2.9,
IS,HUR,TOT,PC_LF,M,2005-05,2.9,
IS,HUR,TOT,PC_LF,M,2005-06,3,
IS,HUR,TOT,PC_LF,M,2005-07,3,
IS,HUR,TOT,PC_LF,M,2005-08,2.9,
IS,HUR,TOT,PC_LF,M,2005-09,2.9,
IS,HUR,TOT,PC_LF,M,2005-10,2.9,
IS,HUR,TOT,PC_LF,M,2005-11,2.9,
IS,HUR,TOT,PC_LF,M,2005-12,2.8,
IS,HUR,TOT,PC_LF,M,2006-01,2.8,
IS,HUR,TOT,PC_LF,M,2006-02,2.9,
IS,HUR,TOT,PC_LF,M,2006-03,3,
IS,HUR,TOT,PC_LF,M,2006-04,3.1,
IS,HUR,TOT,PC_LF,M,2006-05,3.2,
IS,HUR,TOT,PC_LF,M,2006-06,3.3,
IS,HUR,TOT,PC_LF,M,2006-07,3.3,
IS,HUR,TOT,PC_LF,M,2006-08,3.3,
IS,HUR,TOT,PC_LF,M,2006-09,3.2,
IS,HUR,TOT,PC_LF,M,2006-10,3.2,
IS,HUR,TOT,PC_LF,M,2006-11,3.1,
IS,HUR,TOT,PC_LF,M,2006-12,2.9,
IS,HUR,TOT,PC_LF,M,2007-01,2.8,
IS,HUR,TOT,PC_LF,M,2007-02,2.7,
IS,HUR,TOT,PC_LF,M,2007-03,2.7,
IS,HUR,TOT,PC_LF,M,2007-04,2.7,
IS,HUR,TOT,PC_LF,M,2007-05,2.7,
IS,HUR,TOT,PC_LF,M,2007-06,2.7,
IS,HUR,TOT,PC_LF,M,2007-07,2.7,
IS,HUR,TOT,PC_LF,M,2007-08,2.7,
IS,HUR,TOT,PC_LF,M,2007-09,2.6,
IS,HUR,TOT,PC_LF,M,2007-10,2.6,
IS,HUR,TOT,PC_LF,M,2007-11,2.6,
IS,HUR,TOT,PC_LF,M,2007-12,2.6,
IS,HUR,TOT,PC_LF,M,2008-01,2.7,
IS,HUR,TOT,PC_LF,M,2008-02,2.7,
IS,HUR,TOT,PC_LF,M,2008-03,2.7,
IS,HUR,TOT,PC_LF,M,2008-04,2.8,
IS,HUR,TOT,PC_LF,M,2008-05,2.9,
IS,HUR,TOT,PC_LF,M,2008-06,3.1,
IS,HUR,TOT,PC_LF,M,2008-07,3.4,
IS,HUR,TOT,PC_LF,M,2008-08,3.6,
IS,HUR,TOT,PC_LF,M,2008-09,3.9,
IS,HUR,TOT,PC_LF,M,2008-10,4.2,
IS,HUR,TOT,PC_LF,M,2008-11,4.6,
IS,HUR,TOT,PC_LF,M,2008-12,5.9,
IS,HUR,TOT,PC_LF,M,2009-01,6.5,
IS,HUR,TOT,PC_LF,M,2009-02,7,
IS,HUR,TOT,PC_LF,M,2009-03,7.4,
IS,HUR,TOT,PC_LF,M,2009-04,7.7,
IS,HUR,TOT,PC_LF,M,2009-05,7.8,
IS,HUR,TOT,PC_LF,M,2009-06,7.8,
IS,HUR,TOT,PC_LF,M,2009-07,7.8,
IS,HUR,TOT,PC_LF,M,2009-08,7.9,
IS,HUR,TOT,PC_LF,M,2009-09,8,
IS,HUR,TOT,PC_LF,M,2009-10,8.1,
IS,HUR,TOT,PC_LF,M,2009-11,8.3,
IS,HUR,TOT,PC_LF,M,2009-12,8.4,
IS,HUR,TOT,PC_LF,M,2010-01,8.5,
IS,HUR,TOT,PC_LF,M,2010-02,8.6,
IS,HUR,TOT,PC_LF,M,2010-03,8.6,
IS,HUR,TOT,PC_LF,M,2010-04,8.5,
IS,HUR,TOT,PC_LF,M,2010-05,8.4,
IS,HUR,TOT,PC_LF,M,2010-06,8.3,
IS,HUR,TOT,PC_LF,M,2010-07,8.2,
IS,HUR,TOT,PC_LF,M,2010-08,8.3,
IS,HUR,TOT,PC_LF,M,2010-09,8.4,
IS,HUR,TOT,PC_LF,M,2010-10,8.5,
IS,HUR,TOT,PC_LF,M,2010-11,8.6,
IS,HUR,TOT,PC_LF,M,2010-12,8.6,
IS,HUR,TOT,PC_LF,M,2011-01,8.5,
IS,HUR,TOT,PC_LF,M,2011-02,8.3,
IS,HUR,TOT,PC_LF,M,2011-03,8.2,
IS,HUR,TOT,PC_LF,M,2011-04,8.1,
IS,HUR,TOT,PC_LF,M,2011-05,7.9,
IS,HUR,TOT,PC_LF,M,2011-06,7.7,
IS,HUR,TOT,PC_LF,M,2011-07,7.5,
IS,HUR,TOT,PC_LF,M,2011-08,7.5,
IS,HUR,TOT,PC_LF,M,2011-09,7.5,
IS,HUR,TOT,PC_LF,M,2011-10,7.5,
IS,HUR,TOT,PC_LF,M,2011-11,7.5,
IS,HUR,TOT,PC_LF,M,2011-12,7.4,
IS,HUR,TOT,PC_LF,M,2012-01,7.3,
IS,HUR,TOT,PC_LF,M,2012-02,7.3,
IS,HUR,TOT,PC_LF,M,2012-03,7.2,
IS,HUR,TOT,PC_LF,M,2012-04,7,
IS,HUR,TOT,PC_LF,M,2012-05,6.9,
IS,HUR,TOT,PC_LF,M,2012-06,6.7,
IS,HUR,TOT,PC_LF,M,2012-07,6.7,
IS,HUR,TOT,PC_LF,M,2012-08,6.5,
IS,HUR,TOT,PC_LF,M,2012-09,6.4,
IS,HUR,TOT,PC_LF,M,2012-10,6.3,
IS,HUR,TOT,PC_LF,M,2012-11,6.2,
IS,HUR,TOT,PC_LF,M,2012-12,6.3,
IS,HUR,TOT,PC_LF,M,2013-01,6.4,
IS,HUR,TOT,PC_LF,M,2013-02,6.4,
IS,HUR,TOT,PC_LF,M,2013-03,6.3,
IS,HUR,TOT,PC_LF,M,2013-04,6.2,
IS,HUR,TOT,PC_LF,M,2013-05,6.1,
IS,HUR,TOT,PC_LF,M,2013-06,6,
IS,HUR,TOT,PC_LF,M,2013-07,5.9,
IS,HUR,TOT,PC_LF,M,2013-08,5.8,
IS,HUR,TOT,PC_LF,M,2013-09,5.8,
IS,HUR,TOT,PC_LF,M,2013-10,5.8,
IS,HUR,TOT,PC_LF,M,2013-11,5.9,
IS,HUR,TOT,PC_LF,M,2013-12,5.9,
IS,HUR,TOT,PC_LF,M,2014-01,5.9,
IS,HUR,TOT,PC_LF,M,2014-02,5.8,
IS,HUR,TOT,PC_LF,M,2014-03,5.8,
IS,HUR,TOT,PC_LF,M,2014-04,5.8,
IS,HUR,TOT,PC_LF,M,2014-05,5.7,
IS,HUR,TOT,PC_LF,M,2014-06,5.6,
IS,HUR,TOT,PC_LF,M,2014-07,5.5,
IS,HUR,TOT,PC_LF,M,2014-08,5.5,
IS,HUR,TOT,PC_LF,M,2014-09,5.4,
IS,HUR,TOT,PC_LF,M,2014-10,5.3,
IS,HUR,TOT,PC_LF,M,2014-11,5.2,
IS,HUR,TOT,PC_LF,M,2014-12,5.1,
IS,HUR,TOT,PC_LF,M,2015-01,5.1,
IS,HUR,TOT,PC_LF,M,2015-02,5,
IS,HUR,TOT,PC_LF,M,2015-03,4.9,
IS,HUR,TOT,PC_LF,M,2015-04,4.8,
IS,HUR,TOT,PC_LF,M,2015-05,4.7,
IS,HUR,TOT,PC_LF,M,2015-06,4.6,
IS,HUR,TOT,PC_LF,M,2015-07,4.5,
IS,HUR,TOT,PC_LF,M,2015-08,4.5,
IS,HUR,TOT,PC_LF,M,2015-09,4.4,
IS,HUR,TOT,PC_LF,M,2015-10,4.2,
IS,HUR,TOT,PC_LF,M,2015-11,3.9,
IS,HUR,TOT,PC_LF,M,2015-12,3.7,
IS,HUR,TOT,PC_LF,M,2016-01,3.6,
IS,HUR,TOT,PC_LF,M,2016-02,3.6,
IS,HUR,TOT,PC_LF,M,2016-03,3.6,
IS,HUR,TOT,PC_LF,M,2016-04,3.5,
IS,HUR,TOT,PC_LF,M,2016-05,3.5,
IS,HUR,TOT,PC_LF,M,2016-06,3.4,
IS,HUR,TOT,PC_LF,M,2016-07,3.4,
IS,HUR,TOT,PC_LF,M,2016-08,3.5,
IS,HUR,TOT,PC_LF,M,2016-09,3.5,
IS,HUR,TOT,PC_LF,M,2016-10,3.5,
IS,HUR,TOT,PC_LF,M,2016-11,3.4,
IS,HUR,TOT,PC_LF,M,2016-12,3.4,
IS,HUR,TOT,PC_LF,M,2017-01,3.3,
IS,HUR,TOT,PC_LF,M,2017-02,3.2,
IS,HUR,TOT,PC_LF,M,2017-03,3.1,
IS,HUR,TOT,PC_LF,M,2017-04,3.1,
IS,HUR,TOT,PC_LF,M,2017-05,3.2,
IS,HUR,TOT,PC_LF,M,2017-06,3.2,
IS,HUR,TOT,PC_LF,M,2017-07,3.2,
IS,HUR,TOT,PC_LF,M,2017-08,3.2,
IS,HUR,TOT,PC_LF,M,2017-09,3.2,
IS,HUR,TOT,PC_LF,M,2017-10,3.3,
IS,HUR,TOT,PC_LF,M,2017-11,3.3,
IS,HUR,TOT,PC_LF,M,2017-12,3.4,
IS,HUR,TOT,PC_LF,M,2018-01,3.4,
IS,HUR,TOT,PC_LF,M,2018-02,3.3,
IS,HUR,TOT,PC_LF,M,2018-03,3.2,
IS,HUR,TOT,PC_LF,M,2018-04,3.2,
IS,HUR,TOT,PC_LF,M,2018-05,3.2,
IS,HUR,TOT,PC_LF,M,2018-06,3.1,
IS,HUR,TOT,PC_LF,M,2018-07,3.1,
IS,HUR,TOT,PC_LF,M,2018-08,3.1,
IS,HUR,TOT,PC_LF,M,2018-09,3,
IS,HUR,TOT,PC_LF,M,2018-10,3,
IS,HUR,TOT,PC_LF,M,2018-11,3.1,
IS,HUR,TOT,PC_LF,M,2018-12,3.1,
IS,HUR,TOT,PC_LF,M,2019-01,3.2,
IS,HUR,TOT,PC_LF,M,2019-02,3.4,
IS,HUR,TOT,PC_LF,M,2019-03,3.5,
IS,HUR,TOT,PC_LF,M,2019-04,3.7,
IS,HUR,TOT,PC_LF,M,2019-05,3.8,
IS,HUR,TOT,PC_LF,M,2019-06,3.9,
IS,HUR,TOT,PC_LF,M,2019-07,4,
IS,HUR,TOT,PC_LF,M,2019-08,4.1,
IS,HUR,TOT,PC_LF,M,2019-09,4.1,
IS,HUR,TOT,PC_LF,M,2019-10,4.2,
IS,HUR,TOT,PC_LF,M,2019-11,4.3,
IS,HUR,TOT,PC_LF,M,2019-12,4.5,
IS,HUR,TOT,PC_LF,M,2020-01,4.8,
IS,HUR,TOT,PC_LF,M,2020-02,5,
IS,HUR,TOT,PC_LF,M,2020-03,5.3,
IS,HUR,TOT,PC_LF,M,2020-04,5.6,
IS,HUR,TOT,PC_LF,M,2020-05,5.9,
IS,HUR,TOT,PC_LF,M,2020-06,6,
IS,HUR,TOT,PC_LF,M,2020-07,6.2,
IS,HUR,TOT,PC_LF,M,2020-08,6.4,
IS,HUR,TOT,PC_LF,M,2020-09,6.7,
IS,HUR,TOT,PC_LF,M,2020-10,7,
IS,HUR,TOT,PC_LF,M,2020-11,7.3,
IS,HUR,TOT,PC_LF,M,2020-12,7.3,
IS,HUR,TOT,PC_LF,M,2021-01,7.3,
IS,HUR,TOT,PC_LF,M,2021-02,7.1,
IS,HUR,TOT,PC_LF,M,2021-03,6.9,
IS,HUR,TOT,PC_LF,M,2021-04,6.6,
IS,HUR,TOT,PC_LF,M,2021-05,6.1,
IS,HUR,TOT,PC_LF,M,2021-06,5.7,
IS,HUR,TOT,PC_LF,M,2021-07,5.4,
IS,HUR,TOT,PC_LF,M,2021-08,5.1,
IS,HUR,TOT,PC_LF,M,2021-09,4.8,
IS,HUR,TOT,PC_LF,M,2021-10,4.6,
IS,HUR,TOT,PC_LF,M,2021-11,4.4,
IS,HUR,TOT,PC_LF,M,2021-12,4.2,
IS,HUR,TOT,PC_LF,M,2022-01,4.1,
IS,HUR,TOT,PC_LF,M,2022-02,3.9,
IS,HUR,TOT,PC_LF,M,2022-03,3.8,
IS,HUR,TOT,PC_LF,M,2022-04,3.6,
IS,HUR,TOT,PC_LF,M,2022-05,3.6,
IS,HUR,TOT,PC_LF,M,2022-06,3.6,
IS,HUR,TOT,PC_LF,M,2022-07,3.6,
IS,HUR,TOT,PC_LF,M,2022-08,3.6,
IS,HUR,TOT,PC_LF,M,2022-09,3.6,
IS,HUR,TOT,PC_LF,M,2022-10,3.5,
IS,HUR,TOT,PC_LF,M,2022-11,3.6,
IS,HUR,TOT,PC_LF,M,2022-12,3.6,
IS,HUR,TOT,PC_LF,M,2023-01,3.6,
IS,HUR,TOT,PC_LF,M,2023-02,3.6,
IS,HUR,TOT,PC_LF,M,2023-03,3.6,
IE,HUR,TOT,PC_LF,M,2005-01,4.4,
IE,HUR,TOT,PC_LF,M,2005-02,4.3,
IE,HUR,TOT,PC_LF,M,2005-03,4.6,
IE,HUR,TOT,PC_LF,M,2005-04,4.8,
IE,HUR,TOT,PC_LF,M,2005-05,4.9,
IE,HUR,TOT,PC_LF,M,2005-06,4.9,
IE,HUR,TOT,PC_LF,M,2005-07,4.8,
IE,HUR,TOT,PC_LF,M,2005-08,4.7,
IE,HUR,TOT,PC_LF,M,2005-09,4.6,
IE,HUR,TOT,PC_LF,M,2005-10,4.5,
IE,HUR,TOT,PC_LF,M,2005-11,4.5,
IE,HUR,TOT,PC_LF,M,2005-12,4.6,
IE,HUR,TOT,PC_LF,M,2006-01,4.7,
IE,HUR,TOT,PC_LF,M,2006-02,4.7,
IE,HUR,TOT,PC_LF,M,2006-03,4.7,
IE,HUR,TOT,PC_LF,M,2006-04,4.7,
IE,HUR,TOT,PC_LF,M,2006-05,4.7,
IE,HUR,TOT,PC_LF,M,2006-06,4.8,
